[kbplacer_plugin_action.py:65]: Plugin version: 0.13
[kbplacer_plugin_action.py:66]: Python version: '3.11.5 (main, Sep 17 2025, 01:04:48) [MSC v.1944 64 bit (AMD64)]'
[kbplacer_plugin_action.py:67]: KiCad version: 9.0.6 with 4.2.2 msw (phoenix) wxWidgets 3.2.8
[kbplacer_dialog.py:586]: Language: en
[kbplacer_plugin_action.py:75]: GUI state: {"layout_path": "D:\\Projects\\keyboard\\layouts\\k618.json", "key_distance": [19.0, 19.0], "key_info": {"annotation_format": "MX{}", "position_option": "Default", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}, "enable_diode_placement": true, "route_switches_with_diodes": true, "optimize_diodes_orientation": false, "diode_info": {"annotation_format": "D{}", "position_option": "Default", "position": {"x": 5.08, "y": 3.03, "orientation": 90.0, "side": "Back"}, "template_path": ""}, "additional_elements": [{"annotation_format": "C{}", "position_option": "Custom", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}, {"annotation_format": "LED{}", "position_option": "Custom", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}], "route_rows_and_columns": false, "template_path": "", "generate_outline": false, "outline_delta": 0.0}
[key_placer.py:362]: Set key 1U distance: 19000000/19000000
[key_placer.py:117]: Unexpected switch net position detected, each switch should have two unique nets unambiguously defining position in key matrix, switch-by-matrix association can't be used
[key_placer.py:124]: Switches by nets: {}
[key_placer.py:128]: Diodes by switch: {'MX48': ['D48'], 'MX14': ['D14'], 'MX36': ['D36'], 'MX93': ['D93'], 'MX20': ['D20'], 'MX33': ['D33'], 'MX80': ['D80'], 'MX37': ['D37'], 'MX51': ['D51'], 'MX9': ['D9'], 'MX60': ['D60'], 'MX91': ['D91'], 'MX71': ['D71'], 'MX76': ['D76'], 'MX15': ['D15'], 'MX97': ['D97'], 'MX88': ['D88'], 'MX29': ['D29'], 'MX74': ['D74'], 'MX55': ['D55'], 'MX84': ['D84'], 'MX13': ['D13'], 'MX44': ['D44'], 'MX53': ['D53'], 'MX67': ['D67'], 'MX68': ['D68'], 'MX43': ['D43'], 'MX115': ['D115'], 'MX56': ['D56'], 'MX90': ['D90'], 'MX110': ['D110'], 'MX114': ['D114'], 'MX32': ['D32'], 'MX92': ['D92'], 'MX78': ['D78'], 'MX61': ['D61'], 'MX109': ['D109'], 'MX23': ['D23'], 'MX82': ['D82'], 'MX107': ['D107'], 'MX62': ['D62'], 'MX77': ['D77'], 'MX31': ['D31'], 'MX69': ['D69'], 'MX21': ['D21'], 'MX99': ['D99'], 'MX16': ['D16'], 'MX75': ['D75'], 'MX100': ['D100'], 'MX66': ['D66'], 'MX64': ['D64'], 'MX65': ['D65'], 'MX111': ['D111'], 'MX54': ['D54'], 'MX95': ['D95'], 'MX104': ['D104'], 'MX12': ['D12'], 'MX17': ['D17'], 'MX46': ['D46'], 'MX41': ['D41'], 'MX39': ['D39'], 'MX94': ['D94'], 'MX11': ['D11'], 'MX113': ['D113'], 'MX34': ['D34'], 'MX47': ['D47'], 'MX117': ['D117'], 'MX102': ['D102'], 'MX24': ['D24'], 'MX85': ['D85'], 'MX52': ['D52'], 'MX89': ['D89'], 'MX87': ['D87'], 'MX42': ['D42'], 'MX38': ['D38'], 'MX49': ['D49'], 'MX57': ['D57'], 'MX35': ['D35'], 'MX98': ['D98'], 'MX96': ['D96'], 'MX83': ['D83'], 'MX81': ['D81'], 'MX10': ['D10'], 'MX72': ['D72'], 'MX22': ['D22'], 'MX19': ['D19'], 'MX59': ['D59'], 'MX58': ['D58'], 'MX108': ['D108'], 'MX106': ['D106'], 'MX45': ['D45'], 'MX30': ['D30'], 'MX79': ['D79'], 'MX86': ['D86'], 'MX18': ['D18'], 'MX63': ['D63'], 'MX103': ['D103'], 'MX70': ['D70'], 'MX118': ['D118'], 'MX73': ['D73'], 'MX105': ['D105'], 'MX101': ['D101'], 'MX40': ['D40'], 'MX116': ['D116'], 'MX50': ['D50'], 'MX112': ['D112'], 'MX119': ['D119'], 'MX121': ['D121'], 'MX120': ['D120']}
[kle_serial.py:897]: User layout: [[{'x': 1, 'w': 0.945}, 'G1', {'w': 0.945}, 'G2', {'w': 0.945}, 'G3', {'w': 0.945}, 'G4', {'w': 0.945}, 'G5', {'x': 7.055, 'w': 0.945}, 'M1', {'w': 0.945}, 'M2', {'w': 0.945}, 'M3', {'w': 0.945}, 'M4', {'w': 0.945}, 'MR'], ['Esc', {'x': 1}, 'F1', 'F2', 'F3', 'F4', {'x': 0.5}, 'F5', 'F6', 'F7', 'F8', {'x': 0.5}, 'F9', 'F10', 'F11', 'F12', {'x': 0.2699999999999996}, 'PrtSc', 'Scroll Lock', 'Pause\nBreak', {'x': 0.379999999999999, 'w': 0.945}, 'Vol/\nBright', {'w': 0.945}, 'Pattern', {'w': 0.945}, 'Color', {'w': 0.945}, 'Mac/\nWin'], [{'y': 0.15600000000000014}, '~\n`', '!\n1', '@\n2', '#\n3', '$\n4', '%\n5', '^\n6', '&\n7', '*\n8', '(\n9', ')\n0', '_\n-', '+\n=', {'w': 2}, 'Backspace', {'x': 0.2699999999999996}, 'Insert', 'Home', 'PgUp', {'x': 0.2699999999999996}, 'Num Lock', '/', '*', '-'], [{'w': 1.5}, 'Tab', 'Q', 'W', 'E', 'R', 'T', 'Y', 'U', 'I', 'O', 'P', '{\n[', '}\n]', {'w': 1.5}, '|\n\\', {'x': 0.2699999999999996}, 'Delete', 'End', 'PgDn', {'x': 0.2699999999999996}, '7\nHome', '8\n↑', '9\nPgUp', {'h': 2}, '+'], [{'w': 1.75}, 'Caps Lock', 'A', 'S', 'D', 'F', 'G', 'H', 'J', 'K', 'L', ':\n;', '"\n\'', {'w': 2.25}, 'Enter', {'x': 3.539999999999999}, '4\n←', '5', '6\n→'], [{'w': 2.25}, 'Shift', 'Z', 'X', 'C', 'V', 'B', 'N', 'M', '<\n,', '>\n.', '?\n/', {'w': 2.75}, 'Shift', {'x': 1.2699999999999996}, '↑', {'x': 1.2699999999999996}, '1\nEnd', '2\n↓', '3\nPgDn', {'h': 2}, 'Enter'], [{'w': 1.25}, 'Ctrl', {'w': 1.25}, 'Win', {'w': 1.25}, 'Alt', {'a': 7, 'w': 6.25}, '', {'a': 4, 'w': 1.25}, 'Alt', {'w': 1.25}, 'Win', {'w': 1.25}, 'Menu', {'w': 1.25}, 'Ctrl', {'x': 0.2699999999999996}, '←', '↓', '→', {'x': 0.2699999999999996, 'w': 2}, '0\nIns', '.\nDel']]
[key_placer.py:662]: Layout offset: (29022500, 28500000)
[board_modifier.py:85]: Setting MX1 footprint position: (57000000, 38000000)
[board_modifier.py:85]: Setting MX2 footprint position: (74955000, 38000000)
[board_modifier.py:85]: Setting MX3 footprint position: (92910000, 38000000)
[board_modifier.py:85]: Setting MX4 footprint position: (110865000, 38000000)
[board_modifier.py:85]: Setting MX5 footprint position: (128820000, 38000000)
[board_modifier.py:85]: Setting MX6 footprint position: (280820000, 38000000)
[board_modifier.py:85]: Setting MX7 footprint position: (298775000, 38000000)
[board_modifier.py:85]: Setting MX8 footprint position: (316730000, 38000000)
[board_modifier.py:85]: Setting MX9 footprint position: (334685000, 38000000)
[board_modifier.py:85]: Setting MX10 footprint position: (352640000, 38000000)
[board_modifier.py:85]: Setting MX11 footprint position: (38522500, 57000000)
[board_modifier.py:85]: Setting MX12 footprint position: (76522500, 57000000)
[board_modifier.py:85]: Setting MX13 footprint position: (95522500, 57000000)
[board_modifier.py:85]: Setting MX14 footprint position: (114522500, 57000000)
[board_modifier.py:85]: Setting MX15 footprint position: (133522500, 57000000)
[board_modifier.py:85]: Setting MX16 footprint position: (162022500, 57000000)
[board_modifier.py:85]: Setting MX17 footprint position: (181022500, 57000000)
[board_modifier.py:85]: Setting MX18 footprint position: (200022500, 57000000)
[board_modifier.py:85]: Setting MX19 footprint position: (219022500, 57000000)
[board_modifier.py:85]: Setting MX20 footprint position: (247522500, 57000000)
[board_modifier.py:85]: Setting MX21 footprint position: (266522500, 57000000)
[board_modifier.py:85]: Setting MX22 footprint position: (285522500, 57000000)
[board_modifier.py:85]: Setting MX23 footprint position: (304522500, 57000000)
[board_modifier.py:85]: Setting MX24 footprint position: (328652500, 57000000)
[board_modifier.py:85]: Setting MX25 footprint position: (347652500, 57000000)
[board_modifier.py:85]: Setting MX26 footprint position: (366652500, 57000000)
[board_modifier.py:85]: Setting MX27 footprint position: (392350000, 57000000)
[board_modifier.py:85]: Setting MX28 footprint position: (410305000, 57000000)
[board_modifier.py:85]: Setting MX29 footprint position: (428260000, 57000000)
[board_modifier.py:85]: Setting MX30 footprint position: (446215000, 57000000)
[board_modifier.py:85]: Setting MX31 footprint position: (38522500, 78964000)
[board_modifier.py:85]: Setting MX32 footprint position: (57522500, 78964000)
[board_modifier.py:85]: Setting MX33 footprint position: (76522500, 78964000)
[board_modifier.py:85]: Setting MX34 footprint position: (95522500, 78964000)
[board_modifier.py:85]: Setting MX35 footprint position: (114522500, 78964000)
[board_modifier.py:85]: Setting MX36 footprint position: (133522500, 78964000)
[board_modifier.py:85]: Setting MX37 footprint position: (152522500, 78964000)
[board_modifier.py:85]: Setting MX38 footprint position: (171522500, 78964000)
[board_modifier.py:85]: Setting MX39 footprint position: (190522500, 78964000)
[board_modifier.py:85]: Setting MX40 footprint position: (209522500, 78964000)
[board_modifier.py:85]: Setting MX41 footprint position: (228522500, 78964000)
[board_modifier.py:85]: Setting MX42 footprint position: (247522500, 78964000)
[board_modifier.py:85]: Setting MX43 footprint position: (266522500, 78964000)
[board_modifier.py:85]: Setting MX44 footprint position: (295022500, 78964000)
[board_modifier.py:85]: Setting MX45 footprint position: (328652500, 78964000)
[board_modifier.py:85]: Setting MX46 footprint position: (347652500, 78964000)
[board_modifier.py:85]: Setting MX47 footprint position: (366652500, 78964000)
[board_modifier.py:85]: Setting MX48 footprint position: (390782500, 78964000)
[board_modifier.py:85]: Setting MX49 footprint position: (409782500, 78964000)
[board_modifier.py:85]: Setting MX50 footprint position: (428782500, 78964000)
[board_modifier.py:85]: Setting MX51 footprint position: (447782500, 78964000)
[board_modifier.py:85]: Setting MX52 footprint position: (43272500, 97964000)
[board_modifier.py:85]: Setting MX53 footprint position: (67022500, 97964000)
[board_modifier.py:85]: Setting MX54 footprint position: (86022500, 97964000)
[board_modifier.py:85]: Setting MX55 footprint position: (105022500, 97964000)
[board_modifier.py:85]: Setting MX56 footprint position: (124022500, 97964000)
[board_modifier.py:85]: Setting MX57 footprint position: (143022500, 97964000)
[board_modifier.py:85]: Setting MX58 footprint position: (162022500, 97964000)
[board_modifier.py:85]: Setting MX59 footprint position: (181022500, 97964000)
[board_modifier.py:85]: Setting MX60 footprint position: (200022500, 97964000)
[board_modifier.py:85]: Setting MX61 footprint position: (219022500, 97964000)
[board_modifier.py:85]: Setting MX62 footprint position: (238022500, 97964000)
[board_modifier.py:85]: Setting MX63 footprint position: (257022500, 97964000)
[board_modifier.py:85]: Setting MX64 footprint position: (276022500, 97964000)
[board_modifier.py:85]: Setting MX65 footprint position: (299772500, 97964000)
[board_modifier.py:85]: Setting MX66 footprint position: (328652500, 97964000)
[board_modifier.py:85]: Setting MX67 footprint position: (347652500, 97964000)
[board_modifier.py:85]: Setting MX68 footprint position: (366652500, 97964000)
[board_modifier.py:85]: Setting MX69 footprint position: (390782500, 97964000)
[board_modifier.py:85]: Setting MX70 footprint position: (409782500, 97964000)
[board_modifier.py:85]: Setting MX71 footprint position: (428782500, 97964000)
[board_modifier.py:85]: Setting MX72 footprint position: (447782500, 107464000)
[board_modifier.py:85]: Setting MX73 footprint position: (45647500, 116964000)
[board_modifier.py:85]: Setting MX74 footprint position: (71772500, 116964000)
[board_modifier.py:85]: Setting MX75 footprint position: (90772500, 116964000)
[board_modifier.py:85]: Setting MX76 footprint position: (109772500, 116964000)
[board_modifier.py:85]: Setting MX77 footprint position: (128772500, 116964000)
[board_modifier.py:85]: Setting MX78 footprint position: (147772500, 116964000)
[board_modifier.py:85]: Setting MX79 footprint position: (166772500, 116964000)
[board_modifier.py:85]: Setting MX80 footprint position: (185772500, 116964000)
[board_modifier.py:85]: Setting MX81 footprint position: (204772500, 116964000)
[board_modifier.py:85]: Setting MX82 footprint position: (223772500, 116964000)
[board_modifier.py:85]: Setting MX83 footprint position: (242772500, 116964000)
[board_modifier.py:85]: Setting MX84 footprint position: (261772500, 116964000)
[board_modifier.py:85]: Setting MX85 footprint position: (292647500, 116964000)
[board_modifier.py:85]: Setting MX86 footprint position: (390782500, 116964000)
[board_modifier.py:85]: Setting MX87 footprint position: (409782500, 116964000)
[board_modifier.py:85]: Setting MX88 footprint position: (428782500, 116964000)
[board_modifier.py:85]: Setting MX89 footprint position: (50397500, 135964000)
[board_modifier.py:85]: Setting MX90 footprint position: (81272500, 135964000)
[board_modifier.py:85]: Setting MX91 footprint position: (100272500, 135964000)
[board_modifier.py:85]: Setting MX92 footprint position: (119272500, 135964000)
[board_modifier.py:85]: Setting MX93 footprint position: (138272500, 135964000)
[board_modifier.py:85]: Setting MX94 footprint position: (157272500, 135964000)
[board_modifier.py:85]: Setting MX95 footprint position: (176272500, 135964000)
